categoria,url
playstation 5,https://www.mercadolivre.com.br/console-playstation-5-midia-fisica-slim-branco-1tb-returnal-e-ratchet-e-clank-controle-sem-fio-dualsense-branco/p/MLB39459985
playstation 5,https://www.amazon.com.br/PlayStation%C2%AE5-Slim-Digital-825GB-Turismo/dp/B0FPGF9J2J/ref=sr_1_5
playstation 5,https://www.amazon.com.br/PlayStation%C2%AE5-Slim-Disk-Pacote-Turismo/dp/B0F8R9NDXC/ref=sr_1_6
playstation 5,https://www.amazon.com.br/PlayStation%C2%AE5-Digital-Pacote-ASTRO-Turismo/dp/B0F7Z9F9SD/ref=sr_1_7
playstation 5,https://www.amazon.com.br/PlayStation-CFI-2014B01X-PlayStation%C2%AE5-Edi%C3%A7%C3%A3o-Digital/dp/B0CQKJN2C6/ref=sr_1_8
playstation 5,https://www.amazon.com.br/PlayStation-1000046552-Console-PlayStation%C2%AE5-Pro/dp/B0DH8J5YGH/ref=sr_1_9
playstation 5,https://www.mercadolivre.com.br/sony-ps5-slim-ssd-1tb-dourado-edico-ghost-of-yotei-ouro/p/MLB57736239
playstation 5,https://www.amazon.com.br/Pack-console-PlayStation%C2%AE5-Edi%C3%A7%C3%A3o-Limitada/dp/B0FML8XKTZ/ref=sr_1_10
tablet vaio,https://www.mercadolivre.com.br/tablet-vaio-tl10-8gb-128gb-octa-core-tela-104-2k-4g-wifi-cmera-8mp-selfie-5mp-7000mah-android-13-com-teclado-de-conexo-inteligente-preto/p/MLB23612880
moto g86,https://www.mercadolivre.com.br/smartphone-moto-g86-5g-512gb-verde-escuro-motorola/p/MLB57856553
moto g86,https://www.mercadolivre.com.br/smartphone-motorola-moto-g86-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-15k-poled-50mp-sony-camera-ois-moto-ai-videos-em-4k-ip68-ip69/p/MLB62124802
moto g86,https://www.amazon.com.br/Smartphone-Motorola-Moto-g86-5G/dp/B0FCYP5FB2
moto g75,https://www.amazon.com.br/Smartphone-Motorola-Moto-g75-Ultrarresistencia/dp/B0DK81KPY6
moto g75,https://www.mercadolivre.com.br/motorola-moto-g75-5g-dual-sim-256-gb-preto-8-gb-ram-novo-com-caixa-aberta/p/MLB2015833485
moto g75,https://www.amazon.com.br/Smartphone-Motorola-Moto-Buds-Ultrarresistencia/dp/B0DK7TD3W9
moto g75,https://www.amazon.com.br/Smartphone-Motorola-Moto-Buds-Ultrarresistencia/dp/B0DK7T65TR
moto g56,https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-certificado-de-ultrarresistencia-militar-e-ip68-ip69-verde/p/MLB50302985
moto g35,https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-256gb-12gb-4gb-ram8gb-ram-boost-e-camera-50mp-com-ai-nfc-tela-67-com-superbrilho-cinza/p/MLB41998152
moto g35,https://www.amazon.com.br/dp/B0DHWFBYVC
moto g56,https://www.amazon.com.br/Smartphone-Motorola-Moto-g56-Ultrarresistencia/dp/B0F9MNPVKG
moto g55,https://www.amazon.com.br/Smartphone-Motorola-Moto-g55-Superbrilho/dp/B0DGD8NRYV
moto g15,https://www.mercadolivre.com.br/smartphone-motorola-moto-g15-256gb-12gb-4gb-ram8gb-ram-boost-e-camera-50mp-com-ai-e-night-vision-bateria-de-5200-mah-tela-fhd-67-com-superbrilho-nfc-grafite/p/MLB44665473
moto g15,https://www.amazon.com.br/Smartphone-Motorola-g15-256GB-Bateria-Superbrilho/dp/B0DQQCGG3Q

moto g06,https://www.mercadolivre.com.br/smartphone-motorola-moto-g06-128gb-12gb-4gb-ram-8gb-ram-boost-e-camera-50mp-com-ai-bateria-de-5200-mah-tela-69-azul-marinho/p/MLB58353028
moto g05,https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-256gb-4gb-ram-e-camera-50mp-grafite/p/MLB58493171?pdp_filters=item_id%3AMLB5774590476
moto edge 60,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-cinza/p/MLB48998798
moto edge 60,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-neo-5g-256gb-24gb-12gb-ram-12gb-ram-boost-50mp-sony-camera-moto-ai-e-tela-15k-super-hd-latte/p/MLB58684606
moto edge 60,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-256gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-azul/p/MLB49085450
moto edge,https://www.amazon.com.br/dp/B0F1HP5JJM
moto edge,https://www.amazon.com.br/dp/B0F7J35H7W
s24 fe,https://www.mercadolivre.com.br/samsung-galaxy-s24-fe-8gb-ram-256gb-rom-5g-grafite/p/MLB41747383
s24 fe,https://www.mercadolivre.com.br/celular-samsung-galaxy-s24-fe-5g-128gb-8gb-ram-tela-67-galaxy-ai-cinza/p/MLB45469096
s24 ultra,https://www.mercadolivre.com.br/celular-samsung-galaxy-s24-ultra-256gb-12gb-ram-68-ai-cor-titnio-cinza/p/MLB34491099
s25,https://www.mercadolivre.com.br/samsung-galaxy-s25-5g-128gb-12gb-cmera-tripla-verde-claro/p/MLB45502363
s24 plus,https://www.mercadolivre.com.br/samsung-galaxy-s24-plus-exynos-5g-dual-sim-256-gb-cinza-12-gb-ram/p/MLB33304636
s24 ultra,https://www.mercadolivre.com.br/samsung-galaxy-s24-ultra-256gb-12gb-ram-titanium-black/p/MLB37346312
a56,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-C%C3%A2mera-Recursos/dp/B0DYVP8SML
a16,https://www.mercadolivre.com.br/celular-samsung-galaxy-a16-128gb-4gb-ram-cmera-de-ate-50mp-tela-67-nfc-ip54-bateria-5000-mah-cinza/p/MLB44113908
a17,https://www.mercadolivre.com.br/celular-samsung-galaxy-a17-com-ia-256gb-8gb-ram-cm-de-50mp-tela-de-67-nfc-ip54-preto/p/MLB55254425
iphone 16e,https://www.mercadolivre.com.br/iphone-16e-128-gb-preto-distribuidor-autorizado/p/MLB1046215784
iphone 16e,https://www.amazon.com.br/Apple-iPhone-16e-128-GB/dp/B0DXR7GNWJ
iphone 15,https://www.amazon.com.br/Apple-iPhone-15-128-GB/dp/B0CP6CVJSG
iphone 15,https://www.mercadolivre.com.br/apple-iphone-15-preto-128-gb-6-gb/p/MLB1027172677
iphone 15,https://www.mercadolivre.com.br/apple-iphone-15-azul-128-gb-6-gb/p/MLB1027172667
iphone 15,https://www.mercadolivre.com.br/apple-iphone-15-amarelo-128-gb-6-gb/p/MLB1027172668
iphone 15,https://www.mercadolivre.com.br/apple-iphone-15-rosa-128-gb-6-gb/p/MLB1027172678


iphone 16,https://www.amazon.com.br/Apple-iPhone-16-128-Ultramarino/dp/B0DJFRYWK8
iphone 16,https://www.mercadolivre.com.br/apple-iphone-16-128-gb-preto-distribuidor-autorizado/p/MLB1040287808
iphone 17,https://www.mercadolivre.com.br/iphone-17-256gb-8-gb-preto-distribuidor-autorizado/p/MLB1055308917
iphone 17 pro,https://www.amazon.com.br/Apple-iPhone-17-Pro-256/dp/B0FQHFY4RH
iphone 17 pro max,https://www.amazon.com.br/Apple-iPhone-Pro-Max-256/dp/B0FQJ2KJ9X/ref=sr_1_13
iphone air,https://www.mercadolivre.com.br/iphone-air-256gb-branco-nuvem-somente-esim-distribuidor-autorizado/p/MLB1054107099
iphone air,https://www.amazon.com.br/Apple-iPhone-Air-256-GB/dp/B0FQHRD3MD
carregador iphone,https://www.mercadolivre.com.br/carregador-adaptador-usb-c-de-20w-para-iphone-apple-branco-distribuidor-autorizado/p/MLB1051639606
cabo iphone,https://www.mercadolivre.com.br/cabo-usb-c-para-lightning-1-metro-branco-apple/p/MLB25875762
cabo iphone tipo c,https://www.mercadolivre.com.br/cabo-lightning--tipo-c-1-metro-carregador-original-apple/up/MLBU3267602264
galaxy watch 7,https://www.mercadolivre.com.br/samsung-galaxy-watch7-smartwatch-44mm-bt-galaxy-ai-prata/p/MLB37897247
galaxy watch 7,https://www.mercadolivre.com.br/samsung-galaxy-watch7-smartwatch-44mm-bt-galaxy-ai-verde/p/MLB38058572
galaxy watch 7 ultra,https://www.mercadolivre.com.br/samsung-galaxy-watch-ultra-2025-smartwatch-47mm-lte-galaxy-ai-titnio-aeroespacial-titnio-prata/p/MLB56207317
galaxy watch 7 ultra,https://www.mercadolivre.com.br/samsung-galaxy-watch-ultra-2025-smartwatch-47mm-lte-galaxy-ai-titnio-aeroespacial-titnio-azul/p/MLB56424060
galaxy watch 8,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-40mm-bt-galaxy-ai-grafite/p/MLB52053098
galaxy watch 8 44m,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-44mm-lte-galaxy-ai-preto-grafite-grafite/p/MLB52915893
galaxy watch 8,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-44mm-bt-galaxy-ai-branco-milans-cinza-escuro-cinza-escuro/p/MLB52053096
galaxy watch 8,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-40mm-lte-galaxy-ai-grafite-grafite-grafite/p/MLB53150305
galaxy watch 8 white,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-44mm-lte-galaxy-ai-prata-prata-prata/p/MLB53150303
galaxy watch 8 white,https://www.mercadolivre.com.br/samsung-galaxy-watch8-smartwatch-44mm-bt-galaxy-ai-prata/p/MLB52053588
galaxy watch 7,https://www.amazon.com.br/Smartwatch-Bluetooth-Frequ%C3%AAncia-Monitoramento-Processador/dp/B0D96TN5W8
galaxy watch 7,https://www.amazon.com.br/Smartwatch-Bluetooth-Frequ%C3%AAncia-Monitoramento-Processador/dp/B0D96V7WRB
galaxy watch 7,https://www.amazon.com.br/Smartwatch-Bluetooth-Frequ%C3%AAncia-Monitoramento-Processador/dp/B0D96W9KJW


galaxy fit 3,https://www.amazon.com.br/Smartwatch-Samsung-Galaxy-Display-Grafite/dp/B0CVCLGV1W
galaxy fit 3,https://www.mercadolivre.com.br/samsung-smartwatch-galaxy-fit3-grafite/p/MLB34163245
galaxy watch 8,https://www.amazon.com.br/Samsung-Galaxy-Watch8-Smartwatch-44mm/dp/B0FDX5XGHN
galaxy watch 8,https://www.amazon.com.br/Samsung-Galaxy-Watch8-Smartwatch-40mm/dp/B0FDX5NC1G

poco c75,https://www.amazon.com.br/Smartphone-Xiaomi-Black-Preto-2410FPCC5G/dp/B0DL4831YZ
poco c85,https://www.amazon.com.br/Smartphone-Xiaomi-Poco-Preto-256GB/dp/B0FZDVS62S
poco c75,https://www.mercadolivre.com.br/xiaomi-poco-c75-256gb-8gb-ram-c85-top-cor-violeta/p/MLB62192979
poco c85,https://www.mercadolivre.com.br/xiaomi-poco-c85-256gb-8gb-ram-global-pelicula-capinha-cor-preto/p/MLB61494199

redmi note 114 pro,https://www.mercadolivre.com.br/xiaomi-redmi-note-14-pro-4g-8256gb-dual-sim-global-c-nfc-preto/p/MLB61495797
redmi note 15,https://www.mercadolivre.com.br/xiaomi-redmi-note-15-global-256gb-8gb4-ram-108mpx-677-nfc-azul/p/MLB64991446
redmi 15 brinde,https://www.mercadolivre.com.br/capa-xiaomi-redmi-15-16256-gb-brindes-relogio-e-fone/up/MLBU3634009153
